For correct subfolder

basic subsubfolder

| C File | Goals | Proved | Qed (Min-StDev-Max) | Timeout | Term. | Unreach. | Solver Results | Assigns Missing |
| sevens_rte.c | 2 | 1 | **CVC4:** 1.0 ms – 1.0 ms – 1.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 2 unknown | Yes |
| sevens_rte.c | 2 | 1 | **CVC5:** 1.0 ms – 1.0 ms – 1.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 2 unknown | Yes |
| sevens_rte.c | 2 | 1 | **Z3:** 1.0 ms – 1.0 ms – 1.0 ms | **Z3:** 2 | 0 | 1 | **Z3:** 2 timeouts, 0 unknown | Yes |
| suspicious_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| suspicious_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| suspicious_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| suspicious_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |

================================================================

Now for obvious subfolder

basic subsubfolder

| C File | Goals | Proved | Qed (Min-StDev-Max) | Timeout | Term. | Unreach. | Solver Results | Assigns Missing |
| --- | --- | --- | --- | --- | --- | --- | --- | --- |
| binarysearch_rte.c | 4 | 1 | **Alt-Ergo:** 0.67 ms – 1.5 ms – 2.0 ms | **Alt-Ergo:** 4 | 0 | 1 | **Alt-Ergo:** 4 timeouts, 0 unknown | Yes |
| binarysearch_rte.c | 4 | 1 | **CVC4:** 0.72 ms – 1.5 ms – 2.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 4 unknown | Yes |
| binarysearch_rte.c | 4 | 1 | **CVC5:** 0.74 ms – 1.5 ms – 2.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 4 unknown | Yes |
| binarysearch_rte.c | 4 | 1 | **Z3:** 0.64 ms – 1.5 ms – 2.0 ms | **Z3:** 2 | 0 | 1 | **Z3:** 2 timeouts, 2 unknown | Yes |
| duplicate_rte.c | 4 | 3 | **Alt-Ergo:** 1.0 ms – 1.0 ms – 1.0 ms | **Alt-Ergo:** 2 | 0 | 1 | **Alt-Ergo:** 2 timeouts, 0 unknown | Yes |
| duplicate_rte.c | 4 | 3 | **CVC4:** 0.53 ms – 0.765 ms – 1.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 2 unknown | Yes |
| duplicate_rte.c | 4 | 3 | **CVC5:** 1.0 ms – 1.0 ms – 1.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 2 unknown | Yes |
| duplicate_rte.c | 4 | 3 | **Z3:** 1.0 ms – 1.0 ms – 1.0 ms | **Z3:** 1 | 0 | 1 | **Z3:** 1 timeouts, 1 unknown | Yes |
| gcd_rte.c | 2 | 2 | - | - | 0 | 1 | - | No |
| gcd_rte.c | 2 | 2 | - | - | 0 | 1 | - | No |
| gcd_rte.c | 2 | 2 | - | - | 0 | 1 | - | No |
| gcd_rte.c | 2 | 2 | - | - | 0 | 1 | - | No |
| insert_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| insert_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| insert_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| insert_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| ksmallest_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| ksmallest_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| ksmallest_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| ksmallest_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| lower_rte.c | 6 | 3 | **Alt-Ergo:** 0.71 ms – 0.85 ms – 1.0 ms | **Alt-Ergo:** 4 | 0 | 1 | **Alt-Ergo:** 4 timeouts, 0 unknown | Yes |
| lower_rte.c | 6 | 3 | **CVC4:** 0.66 ms – 1.0 ms – 1.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 4 unknown | Yes |
| lower_rte.c | 6 | 3 | **CVC5:** 0.86 ms – 0.91 ms – 1.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 4 unknown | Yes |
| lower_rte.c | 6 | 3 | **Z3:** 0.78 ms – 0.85 ms – 1.0 ms | **Z3:** 1 | 0 | 1 | **Z3:** 1 timeouts, 3 unknown | Yes |
| max_rte.c | 3 | 2 | **Alt-Ergo:** 0.94 ms – 0.97 ms – 1.0 ms | **Alt-Ergo:** 2 | 0 | 1 | **Alt-Ergo:** 2 timeouts, 0 unknown | Yes |
| max_rte.c | 3 | 2 | **CVC4:** 0.87 ms – 0.935 ms – 1.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 2 unknown | Yes |
| max_rte.c | 3 | 2 | **CVC5:** 0.82 ms – 0.9099999999999999 ms – 1.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 2 unknown | Yes |
| max_rte.c | 3 | 2 | **Z3:** 0.85 ms – 0.925 ms – 1.0 ms | **Z3:** 1 | 0 | 1 | **Z3:** 1 timeouts, 1 unknown | Yes |
| merge_rte.c | 11 | 5 | **Alt-Ergo:** 2.0 ms – 4.0 ms – 6.0 ms | **Alt-Ergo:** 7 | 0 | 1 | **Alt-Ergo:** 7 timeouts, 0 unknown | Yes |
| merge_rte.c | 11 | 5 | **CVC4:** 2.0 ms – 4.0 ms – 7.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 7 unknown | Yes |
| merge_rte.c | 11 | 5 | **CVC5:** 2.0 ms – 4.0 ms – 5.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 7 unknown | Yes |
| merge_rte.c | 11 | 5 | **Z3:** 2.0 ms – 4.0 ms – 6.0 ms | **Z3:** 1 | 0 | 1 | **Z3:** 1 timeouts, 6 unknown | Yes |
| mode_rte.c | 7 | 2 | **Alt-Ergo:** 0.84 ms – 2.0 ms – 2.0 ms | **Alt-Ergo:** 6 | 0 | 1 | **Alt-Ergo:** 6 timeouts, 0 unknown | Yes |
| mode_rte.c | 7 | 2 | **CVC4:** 0.94 ms – 1.0 ms – 2.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 6 unknown | Yes |
| mode_rte.c | 7 | 2 | **CVC5:** 1.0 ms – 1.0 ms – 2.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 6 unknown | Yes |
| mode_rte.c | 7 | 2 | **Z3:** 0.92 ms – 1.5 ms – 2.0 ms | **Z3:** 3 | 0 | 1 | **Z3:** 3 timeouts, 3 unknown | Yes |
| palindrome_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| palindrome_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| palindrome_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| palindrome_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| queue_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| queue_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| queue_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| queue_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| quicksort_rte.c | 7 | 2 | **Alt-Ergo:** 1.0 ms – 2.0 ms – 3.0 ms | **Alt-Ergo:** 6 | 0 | 1 | **Alt-Ergo:** 6 timeouts, 0 unknown | Yes |
| quicksort_rte.c | 7 | 2 | **CVC4:** 0.58 ms – 2.0 ms – 3.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 6 unknown | Yes |
| quicksort_rte.c | 7 | 2 | **CVC5:** 0.62 ms – 2.0 ms – 3.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 6 unknown | Yes |
| quicksort_rte.c | 7 | 2 | **Z3:** 0.58 ms – 2.0 ms – 3.0 ms | **Z3:** 0 | 0 | 1 | **Z3:** 0 timeouts, 6 unknown | Yes |
| repeating_rte.c | 5 | 4 | **Alt-Ergo:** 0.98 ms – 1.49 ms – 2.0 ms | **Alt-Ergo:** 2 | 0 | 1 | **Alt-Ergo:** 2 timeouts, 0 unknown | Yes |
| repeating_rte.c | 5 | 4 | **CVC4:** 0.97 ms – 1.4849999999999999 ms – 2.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 2 unknown | Yes |
| repeating_rte.c | 5 | 4 | **CVC5:** 0.93 ms – 1.465 ms – 2.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 2 unknown | Yes |
| repeating_rte.c | 5 | 4 | **Z3:** 0.96 ms – 1.48 ms – 2.0 ms | **Z3:** 1 | 0 | 1 | **Z3:** 1 timeouts, 1 unknown | Yes |
| reverse_rte.c | 8 | 5 | **Alt-Ergo:** 0.6 ms – 0.96 ms – 1.0 ms | **Alt-Ergo:** 4 | 0 | 1 | **Alt-Ergo:** 4 timeouts, 0 unknown | Yes |
| reverse_rte.c | 8 | 5 | **CVC4:** 0.58 ms – 1.0 ms – 1.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 4 unknown | Yes |
| reverse_rte.c | 8 | 5 | **CVC5:** 0.56 ms – 0.9550000000000001 ms – 2.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 4 unknown | Yes |
| reverse_rte.c | 8 | 5 | **Z3:** 0.53 ms – 0.995 ms – 1.0 ms | **Z3:** 2 | 0 | 1 | **Z3:** 2 timeouts, 2 unknown | Yes |
| reverses_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| reverses_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| reverses_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| reverses_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| rotate_rte.c | 7 | 3 | **Alt-Ergo:** 0.62 ms – 2.0 ms – 2.0 ms | **Alt-Ergo:** 4 | 0 | 0 | **Alt-Ergo:** 4 timeouts, 0 unknown | Yes |
| rotate_rte.c | 7 | 3 | **CVC4:** 0.72 ms – 2.0 ms – 2.0 ms | **CVC4:** 0 | 0 | 0 | **CVC4:** 0 timeouts, 4 unknown | Yes |
| rotate_rte.c | 7 | 3 | **CVC5:** 0.68 ms – 2.0 ms – 3.0 ms | **CVC5:** 0 | 0 | 0 | **CVC5:** 0 timeouts, 4 unknown | Yes |
| rotate_rte.c | 7 | 3 | **Z3:** 0.8 ms – 2.0 ms – 2.0 ms | **Z3:** 2 | 0 | 0 | **Z3:** 2 timeouts, 2 unknown | Yes |
| sorted_rte.c | 5 | 3 | **Alt-Ergo:** 0.69 ms – 0.84 ms – 1.0 ms | **Alt-Ergo:** 3 | 0 | 1 | **Alt-Ergo:** 3 timeouts, 0 unknown | Yes |
| sorted_rte.c | 5 | 3 | **CVC4:** 0.62 ms – 0.79 ms – 2.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 3 unknown | Yes |
| sorted_rte.c | 5 | 3 | **CVC5:** 0.57 ms – 0.79 ms – 1.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 3 unknown | Yes |
| sorted_rte.c | 5 | 3 | **Z3:** 0.56 ms – 0.74 ms – 1.0 ms | **Z3:** 2 | 0 | 1 | **Z3:** 2 timeouts, 1 unknown | Yes |
| stack_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| stack_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| stack_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| stack_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| strip_rte.c | 5 | 2 | **Alt-Ergo:** 0.97 ms – 1.0 ms – 1.0 ms | **Alt-Ergo:** 4 | 0 | 1 | **Alt-Ergo:** 4 timeouts, 0 unknown | Yes |
| strip_rte.c | 5 | 2 | **CVC4:** 0.54 ms – 0.9450000000000001 ms – 1.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 4 unknown | Yes |
| strip_rte.c | 5 | 2 | **CVC5:** 0.97 ms – 1.0 ms – 1.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 4 unknown | Yes |
| strip_rte.c | 5 | 2 | **Z3:** 0.89 ms – 1.0 ms – 1.0 ms | **Z3:** 1 | 0 | 1 | **Z3:** 1 timeouts, 3 unknown | Yes |
| tritype_rte.c | 3 | 5 | - | - | 0 | 1 | - | No |
| tritype_rte.c | 3 | 2 | **CVC4:** 1.0 ms – 2.0 ms – 2.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 0 unknown | No |
| tritype_rte.c | 3 | 2 | **CVC5:** 1.0 ms – 1.0 ms – 2.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 3 unknown | No |
| tritype_rte.c | 3 | 2 | **Z3:** 1.0 ms – 1.0 ms – 2.0 ms | **Z3:** 0 | 0 | 1 | **Z3:** 0 timeouts, 3 unknown | No |

famous subsubfolder

| C File | Goals | Proved | Qed (Min-StDev-Max) | Timeout | Term. | Unreach. | Solver Results | Assigns Missing |
| --- | --- | --- | --- | --- | --- | --- | --- | --- |
| crc32_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| crc32_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| crc32_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| crc32_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| duff_rte.c | 10 | 2 | **Alt-Ergo:** 0.71 ms – 3.0 ms – 8.0 ms | **Alt-Ergo:** 9 | 0 | 1 | **Alt-Ergo:** 9 timeouts, 0 unknown | Yes |
| duff_rte.c | 10 | 2 | **CVC4:** 0.8 ms – 3.0 ms – 8.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 9 unknown | Yes |
| duff_rte.c | 10 | 2 | **CVC5:** 0.7 ms – 3.0 ms – 10.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 9 unknown | Yes |
| duff_rte.c | 10 | 2 | **Z3:** 0.61 ms – 3.0 ms – 9.0 ms | **Z3:** 2 | 0 | 1 | **Z3:** 2 timeouts, 7 unknown | Yes |
| fizzbuzz_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| fizzbuzz_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| fizzbuzz_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| fizzbuzz_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| hamming_rte.c | 0 | 1 | - | - | 0 | 1 | - | Yes |
| hamming_rte.c | 0 | 1 | - | - | 0 | 1 | - | Yes |
| hamming_rte.c | 0 | 1 | - | - | 0 | 1 | - | Yes |
| hamming_rte.c | 0 | 1 | - | - | 0 | 1 | - | Yes |
| kahan_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| kahan_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| kahan_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| kahan_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| kmp_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| kmp_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| kmp_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| kmp_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| levenshtein_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| levenshtein_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| levenshtein_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| levenshtein_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| rabinkarp_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| rabinkarp_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| rabinkarp_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| rabinkarp_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| sieve_rte.c | 4 | 2 | **Alt-Ergo:** 0.62 ms – 2.0 ms – 2.0 ms | **Alt-Ergo:** 3 | 0 | 1 | **Alt-Ergo:** 3 timeouts, 0 unknown | Yes |
| sieve_rte.c | 4 | 2 | **CVC4:** 0.56 ms – 1.0 ms – 1.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 3 unknown | Yes |
| sieve_rte.c | 4 | 2 | **CVC5:** 0.55 ms – 1.0 ms – 2.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 3 unknown | Yes |
| sieve_rte.c | 4 | 2 | **Z3:** 0.54 ms – 1.0 ms – 1.0 ms | **Z3:** 1 | 0 | 1 | **Z3:** 1 timeouts, 2 unknown | Yes |
| sqrt_rte.c | 2 | 2 | **Alt-Ergo:** 0.88 ms – 0.88 ms – 0.88 ms | **Alt-Ergo:** 2 | 0 | 1 | **Alt-Ergo:** 2 timeouts, 0 unknown | No |
| sqrt_rte.c | 2 | 2 | **CVC4:** 2.0 ms – 2.0 ms – 2.0 ms | **CVC4:** 1 | 0 | 1 | **CVC4:** 1 timeouts, 1 unknown | No |
| sqrt_rte.c | 2 | 2 | **CVC5:** 0.87 ms – 0.87 ms – 0.87 ms | **CVC5:** 1 | 0 | 1 | **CVC5:** 1 timeouts, 1 unknown | No |
| sqrt_rte.c | 2 | 2 | **Z3:** 0.87 ms – 0.87 ms – 0.87 ms | **Z3:** 1 | 0 | 1 | **Z3:** 1 timeouts, 1 unknown | No |
| strassen_rte.c | 60 | 22 | **Alt-Ergo:** 2.0 ms – 71.5 ms – 287.0 ms | **Alt-Ergo:** 40 | 0 | 1 | **Alt-Ergo:** 40 timeouts, 0 unknown | No |
| strassen_rte.c | 60 | 22 | **CVC4:** 2.0 ms – 81.5 ms – 283.0 ms | **CVC4:** 32 | 0 | 1 | **CVC4:** 32 timeouts, 8 unknown | No |
| strassen_rte.c | 60 | 22 | **CVC5:** 2.0 ms – 91.5 ms – 265.0 ms | **CVC5:** 32 | 0 | 1 | **CVC5:** 32 timeouts, 8 unknown | No |
| strassen_rte.c | 60 | 22 | **Z3:** 2.0 ms – 35.5 ms – 221.0 ms | **Z3:** 10 | 0 | 1 | **Z3:** 10 timeouts, 30 unknown | No |
| voting_rte.c | 5 | 2 | **Alt-Ergo:** 0.58 ms – 2.0 ms – 3.0 ms | **Alt-Ergo:** 4 | 0 | 1 | **Alt-Ergo:** 4 timeouts, 0 unknown | Yes |
| voting_rte.c | 5 | 2 | **CVC4:** 0.59 ms – 2.0 ms – 3.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 4 unknown | Yes |
| voting_rte.c | 5 | 2 | **CVC5:** 0.73 ms – 2.0 ms – 3.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 4 unknown | Yes |
| voting_rte.c | 5 | 2 | **Z3:** 0.63 ms – 2.0 ms – 2.0 ms | **Z3:** 0 | 0 | 1 | **Z3:** 0 timeouts, 4 unknown | Yes |

famous subsubfolder

| C File | Goals | Proved | Qed (Min-StDev-Max) | Timeout | Term. | Unreach. | Solver Results | Assigns Missing |
| --- | --- | --- | --- | --- | --- | --- | --- | --- |
| crc32_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| crc32_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| crc32_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| crc32_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| duff_rte.c | 10 | 2 | **Alt-Ergo:** 0.71 ms – 3.0 ms – 8.0 ms | **Alt-Ergo:** 9 | 0 | 1 | **Alt-Ergo:** 9 timeouts, 0 unknown | Yes |
| duff_rte.c | 10 | 2 | **CVC4:** 0.8 ms – 3.0 ms – 8.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 9 unknown | Yes |
| duff_rte.c | 10 | 2 | **CVC5:** 0.7 ms – 3.0 ms – 10.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 9 unknown | Yes |
| duff_rte.c | 10 | 2 | **Z3:** 0.61 ms – 3.0 ms – 9.0 ms | **Z3:** 2 | 0 | 1 | **Z3:** 2 timeouts, 7 unknown | Yes |
| fizzbuzz_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| fizzbuzz_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| fizzbuzz_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| fizzbuzz_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| hamming_rte.c | 0 | 1 | - | - | 0 | 1 | - | Yes |
| hamming_rte.c | 0 | 1 | - | - | 0 | 1 | - | Yes |
| hamming_rte.c | 0 | 1 | - | - | 0 | 1 | - | Yes |
| hamming_rte.c | 0 | 1 | - | - | 0 | 1 | - | Yes |
| kahan_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| kahan_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| kahan_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| kahan_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| kmp_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| kmp_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| kmp_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| kmp_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| levenshtein_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| levenshtein_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| levenshtein_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| levenshtein_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| rabinkarp_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| rabinkarp_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| rabinkarp_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| rabinkarp_rte.c | 0 | 0 | - | - | 0 | 0 | - | No |
| sieve_rte.c | 4 | 2 | **Alt-Ergo:** 0.62 ms – 2.0 ms – 2.0 ms | **Alt-Ergo:** 3 | 0 | 1 | **Alt-Ergo:** 3 timeouts, 0 unknown | Yes |
| sieve_rte.c | 4 | 2 | **CVC4:** 0.56 ms – 1.0 ms – 1.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 3 unknown | Yes |
| sieve_rte.c | 4 | 2 | **CVC5:** 0.55 ms – 1.0 ms – 2.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 3 unknown | Yes |
| sieve_rte.c | 4 | 2 | **Z3:** 0.54 ms – 1.0 ms – 1.0 ms | **Z3:** 1 | 0 | 1 | **Z3:** 1 timeouts, 2 unknown | Yes |
| sqrt_rte.c | 2 | 2 | **Alt-Ergo:** 0.88 ms – 0.88 ms – 0.88 ms | **Alt-Ergo:** 2 | 0 | 1 | **Alt-Ergo:** 2 timeouts, 0 unknown | No |
| sqrt_rte.c | 2 | 2 | **CVC4:** 2.0 ms – 2.0 ms – 2.0 ms | **CVC4:** 1 | 0 | 1 | **CVC4:** 1 timeouts, 1 unknown | No |
| sqrt_rte.c | 2 | 2 | **CVC5:** 0.87 ms – 0.87 ms – 0.87 ms | **CVC5:** 1 | 0 | 1 | **CVC5:** 1 timeouts, 1 unknown | No |
| sqrt_rte.c | 2 | 2 | **Z3:** 0.87 ms – 0.87 ms – 0.87 ms | **Z3:** 1 | 0 | 1 | **Z3:** 1 timeouts, 1 unknown | No |
| strassen_rte.c | 60 | 22 | **Alt-Ergo:** 2.0 ms – 71.5 ms – 287.0 ms | **Alt-Ergo:** 40 | 0 | 1 | **Alt-Ergo:** 40 timeouts, 0 unknown | No |
| strassen_rte.c | 60 | 22 | **CVC4:** 2.0 ms – 81.5 ms – 283.0 ms | **CVC4:** 32 | 0 | 1 | **CVC4:** 32 timeouts, 8 unknown | No |
| strassen_rte.c | 60 | 22 | **CVC5:** 2.0 ms – 91.5 ms – 265.0 ms | **CVC5:** 32 | 0 | 1 | **CVC5:** 32 timeouts, 8 unknown | No |
| strassen_rte.c | 60 | 22 | **Z3:** 2.0 ms – 35.5 ms – 221.0 ms | **Z3:** 10 | 0 | 1 | **Z3:** 10 timeouts, 30 unknown | No |
| voting_rte.c | 5 | 2 | **Alt-Ergo:** 0.58 ms – 2.0 ms – 3.0 ms | **Alt-Ergo:** 4 | 0 | 1 | **Alt-Ergo:** 4 timeouts, 0 unknown | Yes |
| voting_rte.c | 5 | 2 | **CVC4:** 0.59 ms – 2.0 ms – 3.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 4 unknown | Yes |
| voting_rte.c | 5 | 2 | **CVC5:** 0.73 ms – 2.0 ms – 3.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 4 unknown | Yes |
| voting_rte.c | 5 | 2 | **Z3:** 0.63 ms – 2.0 ms – 2.0 ms | **Z3:** 0 | 0 | 1 | **Z3:** 0 timeouts, 4 unknown | Yes |

mirror subsubfolder

| C File | Goals | Proved | Qed (Min-StDev-Max) | Timeout | Term. | Unreach. | Solver Results | Assigns Missing |
| --- | --- | --- | --- | --- | --- | --- | --- | --- |
| bitreversal_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| bitreversal_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| bitreversal_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| bitreversal_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| clamp_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| clamp_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| clamp_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| clamp_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| count_rte.c | 6 | 3 | **Alt-Ergo:** 2.0 ms – 2.0 ms – 3.0 ms | **Alt-Ergo:** 4 | 0 | 1 | **Alt-Ergo:** 4 timeouts, 0 unknown | Yes |
| count_rte.c | 6 | 3 | **CVC4:** 0.78 ms – 1.5 ms – 2.0 ms | **CVC4:** 0 | 0 | 1 | **CVC4:** 0 timeouts, 4 unknown | Yes |
| count_rte.c | 6 | 3 | **CVC5:** 0.82 ms – 2.0 ms – 2.0 ms | **CVC5:** 0 | 0 | 1 | **CVC5:** 0 timeouts, 4 unknown | Yes |
| count_rte.c | 6 | 3 | **Z3:** 0.83 ms – 1.5 ms – 2.0 ms | **Z3:** 2 | 0 | 1 | **Z3:** 2 timeouts, 2 unknown | Yes |
| even_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| even_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| even_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| even_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| max_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| max_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| max_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| max_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| parity_rte.c | 0 | 1 | - | - | 0 | 1 | - | Yes |
| parity_rte.c | 0 | 1 | - | - | 0 | 1 | - | Yes |
| parity_rte.c | 0 | 1 | - | - | 0 | 1 | - | Yes |
| parity_rte.c | 0 | 1 | - | - | 0 | 1 | - | Yes |
| power_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| power_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| power_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
| power_rte.c | 0 | 2 | - | - | 0 | 1 | - | No |
